label;genre
Michael Sata;[]
Pietro Generali;['early romantic era']
Joe Roccisano;[]
Sue Bennett;[]
Alan Langford;[]
Michael John O'Brian;[]
Malcolm MacDonald;[]
Julius Wechter;['space age pop']
Webster Lewis;[]
Brazeal Dennard;[]
Ljiljana Buttler;['sevdah']
Charles A. Prince;['synth funk']
Ira Schuster;[]
Félix Le Couppey;[]
Gilbert Chase;[]
Jean Joseph Bott;[]
Milan Dufek;[]
Noah Howard;['free improvisation', 'new orleans jazz']
Nick Perito;[]
Chuck Wagon;['bluegrass gospel', 'country gospel', 'southern gospel']
Kaare Ørnung;[]
Jeff James;[]
Bob Johnstone;[]
Blind Simmie Dooley;[]
Bernard van Dieren;[]
Lev Steinberg;[]
Bodjie Dasig;[]
Dorothy Kirsten;[]
Brunhilde Sonntag;['german contemporary classical']
Sabine Kalter;[]
Artie Shapiro;[]
Ken Moule;[]
Cassino Simpson;[]
Giuseppe Millico;[]
Vera Zorina;[]
Teng Yu-hsien;[]
Ray Martin;[]
Harcharan Garewal;['punjabi folk']
Big Maceo Merriweather;['barrelhouse piano', 'chicago blues', 'piano blues', 'traditional blues']
Henri Dallier;[]
Hoàng Trọng;[]
Johann Friedrich Doles;['galante era']
Stephen Gately;['bubblegum dance']
Sandeep Acharya;[]
Arleen Auger;['classical soprano', 'opera']
Agustín Magaldi;[]
Vido Musso;[]
Paul Burwell;['british experimental']
Anna Lang;[]
Buschi Niebergall;[]
Anna Sosenko;[]
Bridie Gallagher;['irish country']
Walker Calhoun;[]
Clint Ballard Jr.;[]
Conchita Badía;[]
Monroe Silver;[]
Mats Olsson;[]
Peter Kreuder;['vintage schlager']
Ken Mackintosh;[]
William Oliver;[]
Wim De Craene;['classic belgian pop', 'kleinkunst']
Jon Eardley;['jazz trumpet']
David A. Martin;[]
Vladimir Vavilov;[]
Jester Hairston;[]
Googie René;['rare groove']
Lee Zahler;[]
Edmond Clément;['vintage classical singing']
Nathan Van Cleave;[]
Gil Dobrică;[]
Sammy Babitzin;['classic finnish pop']
Hans Singer;[]
John Walsh;[]
Brett Walker;[]
Floyd Cramer;['easy listening', 'honky-tonk piano', 'nashville sound']
Sing Miller;[]
Renato Sellani;['italian jazz']
Adamo Didur;['vintage classical singing']
Ray Norris;[]
James Harding;[]
Harry Dean;[]
Petre Munteanu;[]
W. Paris Chambers;[]
Myron Floren;['accordion', 'polka']
Cally Monrad;[]
Martha Raye;['swing revival']
John Bailey;[]
Henderson Chambers;[]
Enzo Stuarti;[]
Kari Tapio;['classic finnish pop', 'classic iskelma', 'iskelma', 'suomi rock']
Pete Jolly;['jazz trio']
Leo Robin;[]
Teddy Petersen;[]
Paul Beard;[]
Erling Stordahl;[]
Purushottam Das;[]
Stefano Scodanibbio;['contemporary classical', 'contrabass']
Brad Newman;[]
William McKie;[]
Babs Gonzales;[]
Blind James Campbell;[]
Bella Dorita;[]
Fernando de la Mora;[]
Oscar Ravina;[]
Sidney Brown;[]
Barbara Lang;[]
Leon Belasco;[]
Carlos Alexander;[]
Jesús Franco;[]
Jimmy Cross;[]
Gustavo Kupinski;[]
César Guerra-Peixe;['brazilian classical', 'latin classical']
Thomas Wayne;[]
Ernst Uebel;[]
Daniil Shafran;['cello', 'classical cello']
Giulio Neri;['italian bass']
Maria Reining;[]
Heinz Sandauer;[]
Peter Gennaro;[]
Johann Jacob Bach;['german baroque']
Danniebelle Hall;[]
József Simándy;[]
Christoph Bach;['classical era']
Leslie Thompson;[]
Peter Aston;[]
William Lloyd Webber;['british modern classical']
Everett Barksdale;[]
Dickie Goodman;['novelty', 'parody']
Marie Hall;['historic classical performance']
Gerry Niewood;[]
Stanley Black;['ballroom', 'easy listening', 'exotica', 'light music', 'lounge']
Władysław Daniłowski;[]
Leo Kraft;[]
Walter Kraft;[]
Hildegarde;['torch song']
Roger Henrichsen;[]
Jack Keller;[]
Cyril Ornadel;[]
J. W. Alexander;[]
Carl Friedrich Zöllner;['german romanticism']
Corona Schröter;[]
Harold Dejan;[]
Jāzeps Vītols;['baltic classical']
Bruno Landi;[]
Mabel Garrison;[]
Michael Bohnen;[]
Mike Murphy;[]
Oscar Castro-Neves;['bossa nova']
Stevo Teodosievski;[]
Fritz Schulz-Reichel;[]
Henry Ley;[]
Oskar Joost;[]
Charlie Russell;[]
Sidney Campbell;[]
Robert Byrne;['deep soft rock']
Sammy Berk;[]
David Tudor;['acousmatic', 'american contemporary classical', 'avant-garde', 'free improvisation']
Lamya;[]
Marcel Bitsch;[]
Emilio De Marchi;['italian tenor']
Izabella Yurieva;['russian romance']
Edith Coates;[]
La Niña de los Peines;['cante flamenco', 'flamenco', 'nuevo flamenco', 'rumba']
Leo Singer;[]
Sardi;['contemporary vocal jazz', 'swing']
Joseph Bennett;[]
Jaak Joala;['estonian pop']
Preston Love;[]
Victorin de Joncières;[]
Sammy Masters;['oklahoma country', 'rockabilly']
Iqbal Bano;['classic pakistani pop', 'ghazal', 'sufi']
Sigbjørn Bernhoft Osa;['hardingfele']
Klaus Martin Ziegler;[]
Stefan Dimitrov;[]
Giulio Fioravanti;['italian baritone']
Napoleon Strickland;[]
Khelifi Ahmed;[]
Peter Broggs;['dub', 'reggae', 'roots reggae']
Alexander Schneider;[]
Anthony Powell;[]
Lucho Bermúdez;['classic colombian pop', 'cumbia', 'porro']
Danny McBride;[]
Roger C. Wilson;[]
Art Hickman;[]
Agustarello Affré;['vintage classical singing']
Clarence Profit;[]
Lucien Muratore;[]
Hal Schaefer;[]
Jesús Guridi;[]
Slobodan Kovačević;[]
Giulio Crimi;['italian tenor']
Piero de Palma;['classical tenor', 'italian tenor', 'opera']
Jackie Rae;[]
Anna Reynolds;[]
Ada Sari;[]
Bergþóra Árnadóttir;[]
Earl Wrightson;[]
Robert Perrier;[]
Alf Linder;[]
Howard Dietz;[]
Luciano Tajoli;['canzone napoletana', 'classic italian folk pop', 'classic italian pop', 'vintage italian pop']
Carlos Torres Vila;['folklore argentino', 'pop romantico']
Charles-Édouard Lefebvre;['french romanticism']
Ismael Silva;['samba', 'velha guarda']
Joseph Willcox Jenkins;['concert band']
Noel Kelehan;[]
Robert Moog;[]
John Battles;[]
Ned Washington;['movie tunes']
Fadhili William;['benga']
Théodore Salomé;['french romanticism']
Diego del Gastor;['flamenco', 'flamenco guitar']
Juthika Roy;['bhajan']
Anthony Rolfe Johnson;['choral', 'classical tenor']
Arrigo Pedrollo;[]
Russell Christopher;[]
Francisco Casanovas;[]
Percy Faith;['adult standards', 'easy listening', 'lounge']
Denis Charles;[]
William Pell;[]
Benedictus Buns;[]
Gary Phillips;[]
Eddie Beal;[]
Michael Carr;['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'redneck']
Hugh Maguire;[]
Alí Primera;['classic venezuelan pop', 'nueva cancion', 'venezuelan rock']
Kulwinder Dhillon;['bhangra', 'classic punjabi pop', 'punjabi pop']
Milada Šubrtová;[]
Anne Ziegler;[]
Hermann Necke;['german romanticism']
Harry Akst;['tin pan alley']
Ronnie Self;['rock-and-roll', 'rockabilly', 'traditional rockabilly']
Tito Guízar;['ranchera']
Barrie Lee Hall Jr.;[]
Sarah Makem;[]
Haven Gillespie;[]
Caridad Hierrezuelo;['musica tradicional cubana', 'son cubano clasico']
Lance Hayward;[]
Endre Wolf;[]
Lloyd McCollough;[]
Georges-Émile Tanguay;[]
Chandrabose;[]
Gene Rodgers;['boogie-woogie']
Henri Brod;[]
Rosario Mazzeo;[]
Edward Harold Davies;[]
Ron Purcell;[]
Frank C. Stanley;['vaudeville']
Ghulam Farid Sabri;[]
Nini Rosso;['easy listening']
Mabel Wayne;['tin pan alley']
Martin Rinkart;[]
Zdeněk Otava;[]
Alice Samter;[]
Richard Hofmann;['german romanticism']
Yvonne Barrett;[]
Dorothy Howell;[]
Antonio Casimir Cartellieri;['classical era']
Hal McIntyre;[]
Susan Bradshaw;[]
George Careless;[]
Verne Langdon;[]
Michele Mascitti;['italian baroque']
John Ayldon;[]
Midge Williams;[]
Aube;[]
Emil Sjögren;['swedish classical']
Hugo Kauder;[]
Frank La Forge;['american modern classical', 'historic piano performance']
Henri Pensis;[]
Alastair;[]
Paul Klengel;['german classical piano']
Manuel Campoamor;[]
Aaron McMillan;[]
Hans-Joachim Rotzsch;[]
Herivelto Martins;['velha guarda']
Jacques Desrosiers;[]
E. O. Excell;[]
Eva Dell'Acqua;[]
Big Jim Sullivan;[]
Nicolaj Hansen;[]
Les Cooper;[]
Buster Bailey;['jazz clarinet']
Soni Pabla;['bhangra', 'desi hip hop', 'punjabi pop']
Salah El Mahdi;[]
Zenaida Manfugás;[]
Charles Wesley junior;[]
Bill Aucoin;[]
Beto;['corrido', 'deep regional mexican', 'norteno', 'nuevo regional mexicano', 'regional mexican']
Emilis Melngailis;['baltic classical']
Friedrich Wilhelm Jähns;['german romanticism']
Jeanne Behrend;['historic piano performance']
Elsie Baker;['vaudeville']
Nunzio Gallo;['canzone napoletana', 'classic eurovision']
Gábor Gabos;['hungarian classical piano']
Musa Kaleem;[]
Gilbert Price;[]
Erskine Butterfield;[]
Jan Simons;[]
William Masselos;['american classical piano']
Elga Andersen;[]
Peter Allen;['australian rock']
Gene Bowlegs Miller;[]
Wayne Bickerton;[]
Frank Froeba;[]
Conny Vandenbos;['classic belgian pop', 'levenslied', 'nederpop', 'vintage dutch pop']
Erika Morini;[]
Kim Brown;['float house']
Ernie Wilkins;[]
Patrick Byrne;[]
Georg Haentzschel;[]
Oscar Rasbach;[]
T. M. Thiagarajan;[]
Iwan Knorr;['german romanticism']
Anson Weeks;[]
Otis René;[]
Alan Caddy;[]
Simón Bajour;[]
Sammy Cahn;['tin pan alley']
Zena Dare;[]
Arsenio Rodríguez;['bolero cubano', 'latin jazz', 'mambo', 'musica tradicional cubana', 'son cubano']
Stanislao Mattei;[]
Aldo Protti;['classical baritone', 'italian baritone']
Bob Azzam;['arab groove']
Billy Davis;[]
James Brody;[]
Alex Hyde;[]
Alberto Socarras;['cha-cha-cha', 'jazz cubano', 'jazz flute']
Belle Stewart;['bothy ballad']
Joe Daley;[]
Doug Sax;[]
Kevin Peek;[]
T. R. Pappa;[]
Horst Fischer;['jazz trumpet']
Johnny Almond;[]
Charles Zeuner;[]
Helen Boatwright;[]
Albert Schweitzer;[]
Paul Hansen;[]
Nicolae Secăreanu;[]
Elena Burke;['bolero cubano', 'musica tradicional cubana', 'trova']
Bally Prell;[]
Robert E. Kreutz;[]
Max Meyer-Olbersleben;[]
Jack O'Hagan;[]
Luigi Infantino;['italian tenor']
Yiannis Papaioannou;[]
Jasper Taylor;[]
Rudolf Christ;[]
Johannes Bernardus van Bree;[]
Edvard Fliflet Bræin;['norwegian classical']
Armand-Louis Couperin;['baroque', 'french baroque', 'galante era']
Sonny Boy Nelson;['country blues', 'delta blues']
Fred K. Huffer;[]
David Bedford;[]
Jimmy Radcliffe;['northern soul']
Zehra Bilir;[]
Anita Palmero;[]
Walter Greatorex;[]
Claude Hobday;[]
Wilbur Evans;[]
Nida Tüfekçi;['turkish folk']
Anthony Lewis;[]
Gennady Provatorov;[]
Big Tiny Little;['honky-tonk piano']
Isham Jones;['tin pan alley']
Max Brüel;[]
Luigi Piazza;[]
Michael Sands;[]
Michael Raucheisen;[]
Art Mooney;['deep adult standards']
Carl McVoy;[]
Patrick Gilmore;[]
El Perlo de Triana;[]
Reynaldo Hahn;['french romanticism', 'operetta', 'post-romantic era']
Sebastian Lee;[]
William Henry Reed;[]
Adrianus Valerius;[]
Guilherme de Brito;['samba', 'velha guarda']
Peg Leg Sam;['country blues']
Fred Ford;[]
Larry Newton;[]
Friedrich Wilhelm Marpurg;[]
Iakovos Nafpliotis;[]
Alfred Mann;[]
Géo Voumard;['swiss jazz']
Alberto Morán;['tango', 'vintage tango']
Jesse Greer;[]
Batile Alake;[]
Patty Hill;[]
Amirbai Karnataki;['classic bollywood', 'filmi']
Robert Quine;[]
Russell Henderson;[]
Roger Frampton;['australian jazz']
Arthur Guitar Boogie Smith;['country boogie']
Michael Cores;[]
Richie Barrett;[]
Gino Piserchio;[]
Raquel Meller;['copla']
Andrzej Kurylewicz;['polish jazz']
Pasha Hristova;['classic bulgarian pop']
Julia Claussen;[]
Odia Coates;[]
Johnnie Davis;[]
Alessandro Bonci;['italian tenor', 'vintage classical singing']
Hélène Bouvier;[]
Fernande Decruck;[]
Pierre Bachelet;['chanson', 'french pop', 'vintage french electronic']
Charles Turner;[]
Big Ed;[]
Andrew Morgan;[]
King Bennie Nawahi;['vintage hawaiian']
Jonče Hristovski;['macedonian folk']
Dick Katz;[]
Julie Wilson;['australian jazz']
Una Mae Carlisle;['torch song', 'vintage jazz']
Albert Reiss;[]
Mihály Székely;[]
Nachiketa Ghosh;[]
Saxie Dowell;[]
Adolf Eduard Marschner;['german romanticism']
Cast King;[]
Wally Gold;[]
Jackie Dougan;[]
Margaret Singana;['xhosa']
Harry M. Woods;[]
Claude Jeter;[]
Jimmy Jones;[]
Alan Lomax;['appalachian folk', 'spirituals', 'traditional blues', 'traditional folk']
Janice Scroggins;[]
Oliver Sain;[]
Chris Pyne;[]
Joe Benjamin;[]
Frank Comstock;[]
Alfred Baum;[]
Timme Rosenkrantz;[]
Guy Boucher;['chanson quebecois']
Gus Chambers;[]
Dale Houston;[]
Wojtek Drabowicz;[]
Tandyn Almer;[]
Benjamin Hutto;[]
Richard Purvis;[]
Tadeusz Żmudziński;[]
Wynona Carr;['jump blues', 'rhythm and blues']
Daisy Wood;[]
Sophus Andersen;[]
K. G. Ginde;['hindustani vocal', 'indian classical']
Robert E. Brown;[]
Jack Montrose;[]
Louise Massey;['vintage western']
George T. Simon;[]
Yvonne Gall;[]
Anthony Hicks;[]
Georges Hamel;['chanson quebecois', 'country quebecois']
Anselmo López;['classic venezuelan pop']
Bob Carter;[]
Jakob Stämpfli;[]
Mick Mulligan;['dixieland']
Dolores Paterno;[]
Silvestre Vargas;['mariachi', 'ranchera']
Bill Lee;[]
Filip Nikolic;[]
Rudolph Bay;[]
William Steck;[]
Nacio Herb Brown;['tin pan alley']
Teena Marie;['classic soul', 'disco', 'funk', 'motown', 'neo soul', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'soul', 'urban contemporary']
Jane Vieu;[]
Arnold van Mill;['classical bass']
Basil Lam;[]
Willie Dunn;[]
Gottfried Wilhelm Fink;[]
Ray Henderson;['tin pan alley']
Erwin Noack;[]
Rudi Godden;['vintage schlager']
Dina Pathak;[]
Claude McLin;[]
David Whitfield;['deep adult standards']
Gus Kahn;['tin pan alley']
Jeanette Schmid;[]
Robert Carr;['music hall']
William Black;['edm', 'melodic dubstep', 'pop edm', 'traprun']
Amadeus Webersinke;['german classical piano']
Joe Brazil;[]
Sam Kelly;[]
Ferenc László;[]
Volly De Faut;[]
Dave Barbour;['lounge']
Marjorie Thomas;['classical mezzo-soprano']
Chris Jones;['audiophile vocal']
Christoph Nichelmann;['galante era']
Walter Bricht;[]
Gavriil Musicescu;[]
Harold Morris;[]
Hong Nan-pa;['korean contemporary classical']
Paul Delph;[]
Robert Radford;[]
Jack Pleis;[]
Aarno Raninen;[]
Roland Cardon;[]
Carlos Ramírez;[]
Tino Pattiera;[]
Kanu Banerjee;[]
Pierre Pidoux;[]
Huang Tzu;[]
Johann Adam Birkenstock;['german baroque']
János Fusz;[]
Hans Herbert Fiedler;[]
Christine Finn;[]
Paul Althouse;[]
Claudio Rocchi;['italian progressive rock']
Lucio Quarantotto;[]
Paul Ferris;[]
George Tucker;[]
Robert Goulet;['adult standards', 'easy listening', 'lounge']
Mimi Lerner;[]
Stanislava Součková;[]
Tito Alberti;[]
Maurice Sigler;[]
Bruno Balz;[]
Silvana Armenulić;['narodna muzika', 'sevdah', 'turbo folk']
Pierre Ancelin;[]
David van Kriedt;[]
Arthur Collins;['vaudeville']
Giuseppe Borgatti;['italian tenor']
Katalin Nemes;['hungarian classical piano']
Sonny Red;[]
Max C. Freedman;[]
Angharad Rees;[]
John Shaw;[]
John W. Peterson;[]
João Domingos Bomtempo;['classical era', 'early romantic era']
Myllarguten;[]
Julian Jordan;['big room', 'deep big room', 'dutch edm', 'edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'sky room']
Roger Bourdin;[]
Georgia Lee;['australian blues', 'australian indigenous']
Richard Hand;[]
Seymour Simons;[]
Ernie Royal;[]
Nikita Bogoslovsky;[]
William Stephenson;[]
Volfgangs Dārziņš;['baltic classical']
Władysław Żeleński;['polish classical']
Noel Nicola;['nueva cancion', 'trova']
Joseph Kreutzer;[]
José Ardévol;['neoclassicism']
Jean Périer;[]
Catherine Sauvage;['vintage chanson']
Reza Mahjubi;[]
Neil Chotem;['prog quebec']
Robert Kurka;[]
Kanu Roy;[]
Brooks Bowman;[]
Ray Moore;['black comedy']
Tiny Parham;[]
Hoyt Ming;['vintage country folk']
Georg von Bertouch;['german baroque']
Celia Gámez;['vintage spanish pop']
Achille Fortier;[]
Dick Hugg;[]
Buddy Lucas;[]
Dorothy Gow;[]
Eldee Young;['jazz double bass']
Bob Shoffner;[]
Ian Lake;[]
Chris White;[]
Giovanni Felice Sances;['italian baroque', 'italian opera']
Stefano Rosso;["canzone d'autore", 'classic italian pop']
William Harrison;[]
Édouard de Reszke;['vintage classical singing']
Rajab Ali Khan;[]
Armando Borgioli;[]
Dmitri Pokrovsky;[]
Nappy Lamare;['new orleans jazz']
Sam Singer;['vocal harmony group']
Frank Panella;[]
Barry Ulanov;[]
JoJo Billingsley;[]
T. D. A. Lingo;[]
Michael Hayvoronsky;[]
Andi Meriem Matalatta;[]
Maxine Daniels;[]
Miguel Aceves Mejía;['bolero', 'mariachi', 'ranchera']
Frank Domínguez;[]
Neil Levang;[]
Ayinde Barrister;['fuji']
John Spikes;[]
Paul Howard;[]
Walter Damrosch;['american romanticism', 'historic orchestral performance']
Sayed Darwish;['arab folk', 'classic arab pop']
Nikos Gounaris;['rebetiko']
Jan Tausinger;[]
Harry Winter;['classic eurovision']
Behçet Kemal Çağlar;[]
Ashley Lawrence;[]
Robbie McIntosh;[]
Isaiah Jones Jr.;[]
Johannes Wolf;[]
Lamar Crowson;[]
John Coates;[]
Kayla Parker;[]
Neyyattinkara Vasudevan;['carnatic vocal', 'indian classical']
Gianni Poggi;['italian tenor']
Bai Hong;['vintage chinese pop']
Benny Gordon;[]
Colin Sharp;[]
Gale Storm;['deep adult standards']
Brewer Phillips;['chicago blues']
Don Fagerquist;['jazz trumpet']
Rosa Lee Hill;[]
V. G. Jog;['hindustani classical', 'hindustani instrumental', 'indian classical', 'indian violin']
Roman Matsov;[]
Sergio Fiorentino;['italian classical piano']
Gé Korsten;['afrikaans']
Douglas Guest;[]
Germaine Lubin;[]
Grethe Sønck;['classic danish pop', 'dansktop']
Riccardo Rognoni;['italian renaissance']
Johnny Letman;[]
Satya Saha;[]
Angel Diaz;[]
Art Mardigan;[]
Mario Rivera;[]
Hussein Fatal;['new jersey rap']
Ton Hartsuiker;[]
Peter Bennett;[]
Kurt Thomas;[]
Ida Henriette da Fonseca;[]
Jean-Pierre Kemmer;[]
Fred Fisher;[]
Torsten Ralf;[]
Arthur Gershwin;[]
Marie Roze;[]
Efim Schachmeister;[]
Julius Patzak;['classical tenor']
John Kellette;[]
Lydia Davydova;[]
Daniel Singer;[]
Renzo Rossellini;[]
A. Frank Martin;[]
James Tyler;[]
Guyún;[]
James Bates;[]
Dave Tarras;['klezmer', 'yiddish folk']
Erick Friedman;[]
Preston Jackson;[]
Keith Moon;['rock drums']
Uncle Jimmy Thompson;[]
Richard Dufallo;[]
Dan Terry;[]
Russ Morgan;[]
Peter Gläser;[]
Alasdair Clayre;[]
Tommy Armstrong;[]
Fernando Corena;['classical bass', 'opera']
Penny Jay;['british country']
Phil Spitalny;[]
Michio Miyagi;['japanese classical', 'japanese traditional', 'koto']
Paul Quarrington;[]
Kristian Bergheim;[]
Rita Keane;[]
Baby Wayne;['deep ragga']
Ernesto Badini;['italian baritone']
Carla Boni;['canzone napoletana', 'vintage italian pop']
Steve Douglas;[]
Alfonso D'Artega;[]
Jimmy Lytell;[]
Pierre Van Dormael;['belgian jazz']
Hector Nicol;[]
Carol Richards;[]
Christopher Hogwood;['classical performance', 'historically informed performance', 'orchestral performance']
Alfredo De Angelis;['orquesta tipica', 'tango', 'vintage tango']
Andrzej Koszewski;['polish contemporary classical']
Sonny Berman;[]
Marcia Lewis;[]
Oliver Schroer;[]
Trude Eipperle;[]
Mahlathini;['xhosa']
Patrick Castagne;[]
Galliano Masini;['italian tenor']
Frédéric Bérat;[]
Richard Termini;[]
Camille Howard;['boogie-woogie']
Allauddin Khan;['hindustani classical', 'indian classical', 'sarod']
Ray Alden;[]
Al Sack;[]
Louise Kirkby Lunn;['vintage classical singing']
Terry Lightfoot;['dixieland']
Mirza Babayev;[]
Jimmy Van Heusen;['tin pan alley']
Aladár Pege;[]
Johann Sebastian Bach;['baroque', 'classical', 'early music', 'german baroque']
Niels Peter Hillebrandt;[]
Gerry Moore;[]
Jeffrey Skitch;[]
Tony Croatto;['musica jibara', 'puerto rican folk']
Nat Temple;[]
Robert Gilbert;[]
Ray Bloch;[]
Malcolm MacFarlane;[]
Carl Eberwein;[]
Jeanette Williams;[]
Maurice Jacobson;[]
Mani Matter;['chinderlieder', 'mundart', 'swiss folk', 'swiss hip hop', 'swiss indie']
Victor Assis Brasil;['bossa nova', 'bossa nova jazz', 'brazilian jazz', 'samba-jazz']
Hwang Yau-tai;[]
Bjørn Johansen;['norwegian jazz']
Kim Gardner;[]
Jean Rogister;[]
Emin Sabitoglu;[]
David Carroll;['exotica', 'space age pop']
Bob Vincent;[]
Dave Franklin;[]
Shaye Cogan;[]
Heinz Fricke;[]
Barry Cowsill;[]
José Razzano;[]
Joaquim Antônio da Silva Calado;[]
Manuel Manetta;[]
Christopher Headington;[]
Ludwig Hirsch;['austropop', 'german rock', 'liedermacher']
G. D. Cunningham;[]
Gideon Nxumalo;[]
Lee Lawrence;[]
Ludovic Lamothe;['haitian traditional']
Sean Bonniwell;[]
Danny Epps;[]
Phil Moore;[]
Barney Wilen;['french jazz', 'jazz saxophone']
Martin Fay;['irish fiddle']
Smokey Johnson;[]
George Copeland;['historic piano performance']
Dinh Gilly;[]
Enrico Caruso;['canzone napoletana', 'italian tenor', 'opera', 'vintage classical singing']
Domenico Sarro;['italian baroque']
Emile Renan;[]
Cecil Irwin;[]
Charles Wood;['anglican liturgy', 'irish classical']
Kurt Edelhagen;['ballroom', 'german jazz']
Hasret Gültekin;['turkish folk']
Philipp Naegele;[]
Dave Tough;[]
Mavis Rivers;[]
Joseph Achron;[]
John Hodges;['bebop', 'big band', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz', 'stride', 'swing']
Alison Stephens;['classical mandolin']
Helen Schnabel;[]
Mari Trini;['cancion melodica', 'cantautor', 'pop romantico']
Rocky Hill;[]
Atto Melani;[]
Paul Ryan;[]
David Schnaufer;['instrumental bluegrass', 'mountain dulcimer', 'old-time', 'string folk']
Shinichi Suzuki;['japanese classical']
Claus Schall;[]
Sammy Lowe;[]
Nandu Bhende;[]
Arthur Grumiaux;['classical performance', 'violin']
Rajae Belmlih;['classic moroccan pop']
Aubrey Lyles;[]
Ede Staal;['streektaal']
Enric Casals;[]
Phil Ramone;[]
Fred Hunt;[]
František Maxián;['czech classical piano']
Topi Sorsakoski;['classic finnish pop', 'classic finnish rock', 'classic iskelma', 'iskelma', 'rautalanka', 'suomi rock']
Robert Mitchell;['british jazz', 'modern jazz trio']
George de Fretes;[]
Hans Henkemans;['dutch classical piano']
Giorgio Consolini;['canzone napoletana', 'classic italian folk pop', 'vintage italian pop']
Nitty Gritty;['bluegrass', 'country', 'country rock', 'folk', 'folk rock', 'mellow gold', 'roots rock', 'soft rock', 'traditional folk']
William Bell;['classic soul', 'funk', 'memphis soul', 'motown', 'soul', 'southern soul']
Chauncey Morehouse;[]
Art Fowler;[]
John Kiley;[]
Harry Robertson;[]
Keith Barrow;[]
Josephine Fröhlich;[]
Chellapilla Satyam;[]
Clarence Paul;[]
Ascanio Trombetti;['italian renaissance']
Paulo Moura;['bossa nova', 'choro', 'samba', 'velha guarda', 'violao']
Paco de Lucía;['flamenco', 'flamenco guitar', 'rumba']
Eugenio Fernandi;['italian tenor']
François van Campenhout;[]
Logan Carter;[]
Vesta Tilley;['music hall']
Willy Brandt;[]
Henry Gauntlett;[]
Ladislav Černý;[]
Carlo Zecchi;['historic piano performance']
Philipp Buchner;['german baroque']
Jean Girard;[]
Red Richards;[]
Bob Barratt;[]
Champion Jack Dupree;['acoustic blues', 'barrelhouse piano', 'blues', 'electric blues', 'louisiana blues', 'memphis blues', 'new orleans blues', 'piano blues', 'rhythm and blues', 'traditional blues']
Paul Leka;['hi-nrg']
Lina Prokofiev;[]
Joseph Post;[]
Jim Dickinson;[]
Klaus Neumann;[]
Brother Joe May;['gospel singers', 'praise']
Elisabetta Barbato;['italian soprano']
June Singer;[]
Shep Fields;[]
Michel Bernholc;[]
John Stuart Mill;[]
Michele Stratico;['galante era']
Joe Springer;[]
Julian Patrick;[]
Cesáreo Gabaráin;['deep latin christian']
Franz Ries;[]
Edward V. Cupero;[]
Matthew Dubourg;[]
François Bazin;['french opera', 'french romanticism']
Pompeo Cannicciari;[]
Phyllis Hyman;['classic soul', 'disco', 'funk', 'motown', 'neo soul', 'philly soul', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']
James Best;[]
Aase Nordmo Løvberg;[]
Oscar Fetrás;['german romanticism']
Anne McKnight;[]
Bob Weston;[]
Paolo Montarsolo;['classical bass', 'italian bass']
Peter Grant;[]
King Perry;['nigerian pop']
Karol Mikuli;['polish classical']
William Brand;['neo r&b']
Bernard Stevens;['british modern classical']
Mina Foley;[]
Ramona;[]
Scipio Colombo;[]
John Noble;[]
Emilius Bangert;[]
Phil Baxter;[]
Jake Porter;[]
E. A. Richardson;[]
Dick Hafer;[]
Freddie Mercury;['glam rock']
Henry Février;[]
Aurelio Fierro;['canzone napoletana', 'classic italian folk pop', 'classic italian pop', 'vintage italian pop']
Hukwe Zawose;['mbira', 'tanzanian traditional']
Luís Goes;['fado']
Mahatma Gandhi;[]
Tucker Smith;[]
Henry Charles Goffin;[]
Lucien Fugère;['vintage classical singing']
Charlie Green;[]
Jim Couza;['hammered dulcimer', 'string folk']
Ronald Lewis;[]
Raymond Louis Kennedy;[]
G. Devarajan;['mollywood']
Martha Lipton;[]
Majrooh Sultanpuri;['classic bollywood']
Joe Smith;[]
John Avison;[]
Paul Brodie;['classical saxophone']
Fyodor Druzhinin;['viola']
John Doherty;['irish fiddle', 'jig and reel']
Zilphia Horton;[]
Manolo Caracol;['cante flamenco', 'copla', 'flamenco', 'rumba']
Khagen Mahanta;[]
Roger Roger;['indie pop', 'pop']
John Levy;[]
Skatemaster Tate;[]
Iva Pacetti;['italian soprano']
Henri Collet;[]
John Redmond;[]
Violetta Villas;['classic polish pop']
Pasupuleti Ramesh Naidu;[]
Henry Russell;[]
John Altieri;[]
Moraima Secada;[]
Buddy Kaye;[]
Pannalal Bhattacharya;[]
Sofia Vembo;['greek swing']
Solhi al-Wadi;['oriental classical', 'syrian pop']
Bruce Hart;[]
Norah Blaney;['music hall']
Lodewijk Mortelmans;[]
Vivian Ellis;['light music']
Joe Maini;['jazz saxophone']
DJ AM;[]
Pete Chilver;['bath indie']
Michael Been;[]
Ghulam Mohammed;[]
Franz Salmhofer;[]
Seán Ryan;[]
Joseph E. Howard;[]
Carrie Smith;[]
Jimmy Murphy;['country gospel']
Rudolf Kehrer;[]
Lennie Hayton;[]
Tokichi Setoguchi;['post-romantic era']
Jarmila Novotná;[]
