label;genre
Scalper (musician);Hip hop music
Scan Tester;Folk music
Scarface (rapper);['Gangsta rap', 'Hip hop music']
Scarlet Rivera;['Rock music', 'New-age music', 'Celtic music']
Scarlett Montanaro;['House music', 'Dance-pop', 'Contemporary R&B']
Scarlett Santana;['Pop music', 'Electronica', 'Hip hop music', 'Latin music (genre)', 'Contemporary classical music', 'Dance music', 'Urban contemporary']
Scarlett Stevens;['Indie rock', 'Indie pop', 'Indie folk']
Scarub;['Alternative hip hop', 'Underground hip hop']
Scatman John;['Pop music', 'Jazz rap', 'Eurodance', 'Jazz']
Scheila Gonzalez;['Rock music', 'Jazz', 'Experimental music']
Scherrie Payne;['Disco', 'Pop music', 'Rhythm and blues', 'Dance-pop']
Schmidt (singer);['Jazz', 'Burlesque']
Schoolboy Q;Hip hop music
Schoolly D;['Gangsta rap', 'Hardcore hip hop', 'Hip hop music']
Schäffer the Darklord;['Nerdcore', 'Horrorcore', 'Hip hop music']
Scoop DeVille;Hip hop music
Scooter Braun;['Pop music', 'Rhythm and blues', 'Hip hop music', 'Dance music']
Scooter Ward;['Heavy metal music', 'Nu metal', 'Hard rock', 'Alternative metal', 'Post-grunge']
Scorcher (rapper);['British hip hop', 'Grime music']
Scot Halpin;Rock music
Scot Project;['Hard trance', 'Tech trance', 'Techno']
Scott Amendola;['Funk', 'Rock music', 'Jazz']
Scott Andrews (musician);['Jazz', 'Romanticism', 'Film score', 'Contemporary classical music']
Scott Asheton;['Punk rock', 'Psychedelic rock', 'Hard rock', 'Garage rock', 'Proto-punk', 'Music of Detroit']
Scott Avett;['Folk music', 'Indie rock', 'Folk rock']
Scott Ayers;Noise rock
Scott B. Sympathy;['Country music', 'Indie rock']
Scott Blasey;['Rock music', 'Garage rock', 'Alternative rock']
Scott Borland;Alternative rock
Scott Bradlee;['Ragtime', 'Jazz', 'Swing (jazz performance style)']
Scott Bradley;['Soundtrack', 'Film score']
Scott Brown (DJ);['Happy hardcore', 'Hardcore (electronic dance music genre)', 'Bouncy techno', 'Gabber']
Scott Campbell (musician);Punk rock
Scott Colley;Jazz
Scott Columbus;Heavy metal music
Scott Connor;Progressive rock
Scott Cutler;Alternative rock
Scott D. Davis;['Rock music', 'New-age music']
Scott Danough;Metalcore
Scott Davie (pianist);Art music
Scott Devours;Post-grunge
Scott DuBois;['Jazz fusion', 'Post-bop', 'Jazz']
Scott Erickson (musician);Soft rock
Scott F. Crago;['Country music', 'Blues rock']
Scott Fields;Contemporary classical music
Scott Firth;['Alternative rock', 'Jazz']
Scott Fitzgerald (singer);['Pop music', 'Glam rock', 'Musical theatre']
Scott Fowler;['Southern gospel', 'Christian music']
Scott Gorham;['Heavy metal music', 'Hard rock', 'Blues rock']
Scott Greenall;['Electronica', 'Industrial rock', 'Deathrock', 'Alternative rock', 'Dark ambient', 'Avant-garde', 'Experimental music']
Scott Griffin (musician);['Heavy metal music', 'Hard rock', 'Glam metal']
Scott Grimes;['Soft rock', 'Pop rock']
Scott H. Biram;['Blues', 'Country music', 'Punk rock']
Scott Hackwith;['Punk rock', 'Rock music', 'Alternative rock']
Scott Hamilton (musician);Jazz
Scott Hammond (musician);['Funk', 'Pop music', 'Progressive rock', 'Hard rock', 'Folk rock', 'Blues rock', 'Jazz']
Scott Hardy;['Techno', 'Electronic music']
Scott Healy;['Blues', 'Rock and roll', 'Rhythm and blues', 'Jazz']
Scott Helland;['Hardcore punk', 'Alternative rock', 'New-age music', 'Folk punk', 'Dark cabaret', 'Steampunk']
Scott Helman;['Pop music', 'Indie rock']
Scott Hendricks;Country music
Scott Herren;['Ambient music', 'Neo-psychedelia', 'Alternative hip hop', 'Electroacoustic music']
Scott Holiday;['Rock and roll', 'Blues rock', 'Classic rock']
Scott Howard (musician);Southern gospel
Scott Huckabay;['World music', 'New-age music', 'Music therapy', 'Fingerstyle guitar']
Scott Hull (musician);Grindcore
Scott Hutchison;['Indie rock', 'Indie folk']
Scott Ian;['Thrash metal', 'Crossover thrash']
Scott Joplin;['Ragtime', 'March (music)', 'Waltz']
Scott Joss;Country music
Scott Kannberg;Indie rock
Scott Kelly (musician);['Country music', 'Folk music', 'Hardcore punk', 'Doom metal', 'Sludge metal', 'Post-metal', 'Acoustic music']
Scott Klopfenstein;['Indie rock', 'Ska punk']
Scott Krippayne;Contemporary Christian music
Scott LaFaro;['Bebop', 'Modal jazz', 'Free jazz', 'Cool jazz', 'Jazz']
Scott La Rock;Hip hop music
Scott Larned;Rock music
Scott Law;['Blues', 'Rock music', 'Bluegrass music', 'Americana (music)']
Scott Leonard;['Pop music', 'A cappella']
Scott Liss;['Indie rock', 'Alternative rock', 'Indie folk', 'Psychedelic music', 'Acoustic music']
Scott Logan (musician);['Pop music', 'Rock music', 'Rhythm and blues', 'Contemporary Christian music', 'Independent music']
Scott Lucas (musician);['Punk rock', 'Grunge', 'Indie rock', 'Alternative rock']
Scott MacIntyre;Soft rock
Scott Matthew;Alternative rock
Scott Matthews;['Blues', 'Folk rock', 'Indie folk']
Scott McCaughey;Alternative rock
Scott McKenzie;Pop music
Scott McQuaig;Country music
Scott Merritt;Rock music
Scott Miller (country musician);['Southern rock', 'Alternative country']
Scott Miller (pop musician);['Power pop', 'Jangle pop']
Scott Morgan (musician);['Rock and roll', 'Rock music', 'Soul music', 'Garage rock', 'Blue-eyed soul']
Scott Morriss;['Britpop', 'Indie rock', 'Alternative rock']
Scott Murawski;Rock music
Scott Murphy (musician);['Rock music', 'Power pop', 'Pop punk']
Scott Page;['Blues', 'Funk', 'Rock music', 'Rhythm and blues']
Scott Phillips (musician);['Heavy metal music', 'Progressive metal', 'Hard rock', 'Alternative rock', 'Alternative metal', 'Post-grunge']
Scott Putesky;['Gothic rock', 'Alternative metal']
Scott Raynor;['Punk rock', 'Skate punk']
Scott Reeder (bassist);['Palm Desert Scene', 'Stoner rock']
Scott Reynolds (singer);Punk rock
Scott Robinson (singer);['Funk', 'Pop music', 'Rap rock', 'Hip hop music']
Scott Rockenfield;Progressive metal
Scott Routenberg;['Electronica', 'Jazz', 'Classical music']
Scott Savol;['Pop music', 'Rhythm and blues', 'Gospel music', 'Soft rock']
Scott Sharrard;['Rock and roll', 'Soul music', 'Blues rock']
Scott Shiflett;Punk rock
Scott Shriner;['Alternative rock', 'Power pop', 'Pop punk']
Scott Siman;Country music
Scott Sorry;['Punk rock', 'Hard rock']
Scott Stapp;['Heavy metal music', 'Hard rock', 'Alternative rock', 'Alternative metal', 'Post-grunge']
Scott Storch;['Pop music', 'Pop rock', 'Contemporary R&B', 'Hip hop music', 'Dance music']
Scott Sundquist;['Grunge', 'Alternative metal']
Scott Thurston;['Rock music', 'Proto-punk']
Scott Tixier;Jazz
Scott Travis;['Heavy metal music', 'Speed metal', 'Hard rock']
Scott Walker (singer);['Art rock', 'Baroque pop', 'Experimental music', 'Avant-garde music']
Scott Warren;['Heavy metal music', 'Hard rock']
Scott Weiland;['Grunge', 'Hard rock', 'Alternative rock', 'Alternative metal', 'Neo-psychedelia']
Scott Weinrich;['Doom metal', 'Stoner rock']
Scott Wexton;['Noise rock', 'Sludge metal', 'Post-hardcore']
Scotti Hill;['Heavy metal music', 'Hard rock']
Scotty (reggae vocalist);Reggae
Scotty ATL;Southern hip hop
Scotty Emerick;Country music
Scotty Granger;['Rhythm and blues', 'Techno']
Scotty McCreery;Country music
Scotty Moore;Rock and roll
Scout Niblett;['Indie rock', 'Alternative rock', 'Folk rock', 'Blues rock']
Scram Jones;['Contemporary R&B', 'Hip hop music']
Scrapper Blackwell;['Chicago blues', 'Piedmont blues']
Scratch (musician);Hip hop music
Screamin' Jay Hawkins;['Rhythm and blues', 'Shock rock']
Screechy Peach;['Funk', 'Rock music', 'Rhythm and blues', 'Hip hop music']
Screwdriver (musician);['Reggae', 'Dancehall']
Scribe (rapper);Hip hop music
Scroobius Pip;Hip hop music
Scruffy Wallace;['Hard rock', 'Celtic punk']
Scrufizzer;['British hip hop', 'Grime music']
Sead Lipovača;['Heavy metal music', 'Hard rock']
Seaman Dan;['Folk music', 'Jazz', 'Hula']
Seamo;['Pop music', 'Hip hop music']
Seamus Blake;Jazz
Seamus Haji;['House music', 'Dance music']
Seamus Kennedy;['Contemporary classical music', 'Folk music of Ireland', 'Comedy']
Sean Altman;['Power pop', 'Comedy rock', 'A cappella']
Sean Beaudoin;Young-adult fiction
Sean Bergin;Avant-garde jazz
Sean Botkin;Classical music
Sean Christopher;['Rhythm and blues', 'Urban contemporary']
Sean Colig;['Heavy metal music', 'Punk rock', 'Hardcore punk', 'Rap metal']
Sean Conlon;['Pop music', 'Dance-pop', 'Contemporary R&B']
Sean Costello;['Blues', 'Soul music']
Sean Danielsen;Alternative rock
Sean Douglas (songwriter);['Pop music', 'Rock music', 'Dance music']
Sean Ensign;['Hi-NRG', 'Dance-pop', 'Electronic dance music']
Sean Forbes;Hip hop music
Sean Foreman;['Electropop', 'Dance-pop', 'Electronic rock', 'Crunkcore']
Sean Friar;['Contemporary classical music', 'Experimental music', 'Avant-garde music']
Sean Garrett;['Pop music', 'Hip hop music']
Sean Ghazi;['Pop music', 'Classical music']
Sean Hayes (musician);['Folk music', 'Soul music', 'Independent music']
Sean Hogan;Country music
Sean J. Kennedy;['Jazz', 'Classical music']
Sean Jones (trumpeter);Jazz
Sean Kelly (Australian musician);['New wave music', 'Rock music']
Sean Kelly (Canadian musician);['Pop music', 'World music', 'Hard rock', 'Classical music']
Sean Kennard;Classical music
Sean Kingston;['Contemporary R&B', 'Reggae fusion', 'Hip hop music', 'Dance music']
Sean Kinney;['Heavy metal music', 'Grunge', 'Hard rock', 'Alternative metal']
Sean Lakeman;['Folk music', 'Folk rock', 'Electric folk', 'Folk music of England']
Sean Lennon;['Psychedelic rock', 'Pop music', 'Rock music', 'Experimental rock']
Sean Leon;Hip hop music
Sean Levert;['Soul music', 'New jack swing', 'Contemporary R&B']
Sean Mackin (musician);['Punk rock', 'Alternative rock', 'Pop punk']
Sean Malone;['Death metal', 'Psychedelic rock', 'Progressive rock', 'Progressive metal', 'Jazz fusion']
Sean McNabb;['Heavy metal music', 'Hard rock']
Sean Michael Smith;['Indie rock', 'Downtempo']
Sean Moore (musician);['Punk rock', 'Hard rock', 'Alternative rock', 'Post-punk', 'Glam punk']
Sean Nelson;['Indie rock', 'Alternative rock']
Sean Nicholas Savage;['Country music', 'Punk rock', 'Outsider music', 'Indie pop', 'Pop rock', 'Spoken word', 'Low fidelity']
Sean O'Hagan;['Post-rock', 'Avantpop (artistic movement)', 'Avant-garde music']
Sean O'Keefe (producer);['Indie rock', 'Alternative rock', 'Pop rock']
Sean Patrick McGraw;Country music
Sean Price;Hip hop music
Sean Reinert;Progressive metal
Sean Rickman;['Blues', 'Hard rock', 'Jazz fusion', 'Blues rock', 'Instrumental', 'Jazz']
Sean Roldan;Film score
Sean Rowe;['Folk music', 'Alternative rock']
Sean Stubbs;['Punk rock', 'Industrial music', 'Alternative rock']
Sean T;Hip hop music
Sean Tizzle;African popular music
Sean Tyas;['Trance music', 'Progressive house', 'Uplifting trance', 'Tech trance', 'Electro house']
Sean Tyla;['Rock and roll', 'Pub rock (United Kingdom)']
Sean Watkins;['Country music', 'Folk music', 'Progressive bluegrass']
Sean Yseult;['Punk rock', 'Thrash metal', 'Surf music', 'Alternative metal']
None;Filk music
Seann Scott;['Heavy metal music', 'Hard rock', 'Indie rock', 'Glam metal', 'Industrial metal']
Seany B;Electro house
Seasick Steve;['Blues', 'Country blues', 'Blues rock']
Seb Fontaine;['House music', 'Progressive house', 'Dance music']
Seb Rochford;['Folk music', 'Jazz', 'Experimental music']
Sebalter;Pop-folk
Sebastian (French musician);['House music', 'Glitch (music)', 'Electro (music)', 'Electro house', 'Experimental music']
Sebastian (rapper);Hip hop music
Sebastian (singer);['Pop music', 'Rock music']
Sebastian Bach;['Heavy metal music', 'Speed metal', 'Progressive metal', 'Thrash metal', 'Country rock', 'Hard rock', 'Glam metal']
Sebastian Fronda;Hip hop music
Sebastian Hämer;['Rhythm and blues', 'Soul music', 'Germans']
Sebastian Ingrosso;['House music', 'Progressive house', 'Electro house']
Sebastian J.;['Pop music', 'Electropop', 'Dance-pop', 'Pop rock', 'Latin music (genre)']
Sebastian Kole;['Pop music', 'Contemporary R&B']
Sebastian Komor;['Electronica', 'Industrial music', 'Electronic body music', 'Electro-industrial', 'Techno']
Sebastian Krumbiegel;['Pop music', 'Rock music', 'A cappella']
Sebastian Krys;Latin pop
Sebastian LaMar Jones;['Country music', 'Pop music', 'Hip hop music', 'Dance music']
Sebastian Pigott;Pop music
Sebastian Santa Maria;['Soft rock', 'Jazz']
Sebastian Schneider;['Pop music', 'Rock music']
Sebastien Grainger;['Rock music', 'Dance-punk']
Sebastián Garay;Music of Argentina
Secondcity;House music
Seden Gürel;Turkish pop music
Seela Misra;['Folk music', 'Jazz']
Seelenluft;['Electronica', 'Electronic dance music']
Seemab Akbarabadi;['Essay', 'Noha', 'Biography', 'Novel', 'Ghazal', 'Nazm', "Ruba'i", 'Translations', "Qat'aa", 'Salaam_(poetry)']
Seeta Qasemi;Music of Afghanistan
Seetha Doraiswamy;Carnatic music
Sefyu;Hip hop music
Segal (musician);Electronic music
Seger Ellis;Jazz
Seid Memić;Rock music
Seidō Kobayashi;Taiko
Seiichi Yamamoto;['Folk music', 'Punk rock', 'Trance music', 'Noise music', 'Noise rock', 'Musical improvisation']
Seinabo Sey;['Soul music', 'Electropop']
Sejo John;Film score
Sejo Kalač;['Folk music', 'Pop-folk']
Sekouba Bambino;World music
Selah Sue;['Reggae', 'Contemporary R&B']
Selami Şahin;World music
Selan;['House music', 'Rock music', 'Soul music', 'Electronica', 'Contemporary R&B']
Selau;['Rhythm and blues', 'Neo soul', 'Hip hop music']
Selda Bağcan;['Folk rock', 'Psychedelic folk', 'Protest song', 'Turkish folk music']
Selene Vigil-Wilk;['Punk rock', 'Grunge', 'Riot grrrl']
Self Jupiter;Alternative hip hop
Selim Sesler;Romani music
Selina Jen;Mandopop
Selma Björnsdóttir;['Pop music', 'Soul music']
Selma George;['Carnatic music', 'Playback singer']
Selma Oxor;['Electroclash', 'Electropunk']
Selwyn (singer);['Pop music', 'Rhythm and blues']
Selwyn Birchwood;['Blues', 'Rock music', 'Rhythm and blues']
Semi-On;['Folk music', 'Funk', 'Rock music']
Semiha Yankı;Pop music
Semmangudi Srinivasa Iyer;Carnatic music
Semothy Jones;['Dance-pop', 'Grime music', 'Contemporary R&B', 'Hip hop music']
Sen Dog;['Gangsta rap', 'West Coast hip hop', 'Rap rock', 'Hip hop music']
Senim Silla;Hip hop soul
Senna Guemmour;['Pop music', 'Dance-pop', 'Contemporary R&B']
Sensational (musician);['Hip hop music', 'Experimental music']
Sensato del Patio;['Music of Latin America', 'Hip hop music']
Seo Ji-young;K-pop
Seo Taiji;['Heavy metal music', 'Nu metal', 'Pop music', 'Intelligent dance music', 'Synthpop', 'Alternative rock', 'Rap metal', 'New jack swing', 'Rap rock', 'Hip hop music']
Seosamh Ó hÉanaí;Sean-nós song
Sepand Samzadeh;['Rock music', 'Ambient music']
Sepideh Raissadat;Persian traditional music
Sera Cahoone;['Indie rock', 'Low fidelity']
Serabee;['Blues', 'Pop music', 'Rhythm and blues', 'Soul music', 'Gospel music', 'Blues rock', 'Urban contemporary']
Serani;['Dancehall', 'Reggae fusion']
Serdar Ortaç;Turkish pop music
Sere (rapper);Rapping
Serena Ryder;['Indie rock', 'Folk rock']
Serene Koong;['Rhythm and blues', 'Mandopop']
Serengeti (rapper);['Alternative hip hop', 'Underground hip hop']
Serge Chaloff;Jazz
Serge Reggiani;Chanson
Serge Robert;['Thrash metal', 'Comedy rock']
Sergei Lyapunov;Classical music
Sergei Stadler;Classical music
Sergej Ćetković;['Pop-folk', 'Adult contemporary music']
Sergent Garcia;['Reggae', 'World music', 'Hip hop music', 'Latin music (genre)', 'Caribbean']
Sergey Chumakov (singer);['Pop music', 'Russian pop']
Sergey Kalugin;['Flamenco', 'Art rock', 'Progressive metal', 'Folk rock', 'Classical guitar repertoire', 'Acoustic music']
Sergey Lazarev;['Pop music', 'Dance music']
Sergey Letov;['Folk music', 'Free improvisation', 'Free jazz', 'Jazz fusion', 'Experimental rock', 'Avant-garde music']
Sergey Malov (musician);Classical music
Sergey Mavrin;['Heavy metal music', 'Progressive metal', 'Hard rock']
Sergey Nagovitsyn;Russian chanson
Sergey Nikitin (musician);['Bard (Soviet Union)', 'Singer-songwriter']
Sergey Ryabtsev;['Gypsy punk', 'Russian traditional music']
Sergey Shnurov;['Rock music', 'Ska', 'Ska punk']
Sergio Arau;['Rock music', 'Alternative rock', 'Rock en español']
Sergio Cammariere;['Pop music', 'Jazz']
Sergio Denis;Pop music
Sergio Franchi;['Traditional pop music', 'Soft rock', 'Opera', 'Operatic pop', 'Show tune', 'Canzone Napoletana']
Sergio George;['Salsa music', 'Bachata (music)', 'Latin pop']
Sergio Gómez;['Norteño (music)', 'Latin pop', 'Duranguense']
Sergio Pizzorno;['Electronica', 'Alternative rock', 'Space rock', 'Neo-psychedelia', 'Electronic rock']
Sergio Rivero;Pop music
Sergio Rozenblat;['Pop music', 'Music of Latin America', 'Rock en español', 'Tropical music']
Sergio Vallín;Rock music
Sergio Vargas;Merengue music
Sergio Vega (bassist);['Hardcore punk', 'Instrumental rock', 'Alternative metal', 'Post-hardcore', 'Post-metal']
Serhat Baran;['Folk rock', 'Worldbeat']
Serio (rapper);['Gangsta rap', 'West Coast hip hop', 'Hardcore hip hop', 'Political hip hop', 'Hip hop music', 'Latin hip hop', 'Underground hip hop', 'Chicano rap']
Serius Jones;['Hip hop music', 'Freestyle rap']
Serkan Çeliköz;Rock music
Sermstyle;['Pop music', 'Rhythm and blues', 'Electropop', 'Dubstep', 'Hip hop music', 'Electronic dance music']
Sertab Erener;Pop music
Seryoga;['Rap rock', 'Hip hop music']
Seshulatha Kosuru;['Carnatic music', 'Indian classical music']
Set Teitan;['Black metal', 'Melodic death metal']
Seta Hagopian;['Arabic music', 'Music of Iraq', 'Iraqi_folk_music']
Seth Avett;['Folk music', 'Indie rock', 'Folk rock']
Seth Condrey;['Folk music', 'Christian rock', 'Contemporary Christian music', 'Folk rock', 'Contemporary worship music']
Seth Glier;['Folk music', 'Pop music']
Seth Gueko;French hip hop
Seth Kimbrough;['Christian metal', 'Melodic death metal', 'Metalcore']
Seth Lakeman;['Folk music', 'Folk rock', 'Electric folk', 'Folk music of England']
Seth Morrison (musician);Christian rock
Seth Mosley;['Christian rock', 'Contemporary Christian music']
Seth Putnam;['Grindcore', 'Hardcore punk']
Seth Sentry;Australian hip hop
Seth Swirsky;Pop music
Seth Troxler;['House music', 'Tech house', 'Deep house', 'Minimal music', 'Techno']
Seth Walker;['Electric blues', 'Jazz', 'Americana (music)']
Seton Daunt;Alternative rock
Setä Tamu;Hip hop music
Seu Jorge;['Funk', 'Rock music', 'Samba', 'Soul music', 'Música popular brasileira']
Seun Kuti;Afrobeat
Sev Statik;['Rap rock', 'Hip hop music']
Sevan Kirder;['Folk metal', 'Celtic music']
Sevara Nazarkhan;Music of Uzbekistan
Sevda Alakbarzadeh;['Folk music', 'Mugham', 'Jazz']
Seven (Korean singer);['Pop music', 'Contemporary R&B', 'Hip hop music']
Seven (record producer);Hip hop music
Seven Antonopoulos;['Heavy metal music', 'Rock music', 'Alternative metal', 'Post-grunge', 'Gothic metal']
Seven Lions;['Trance music', 'Progressive house', 'Dubstep', 'Electro house']
Seventia;Pop music
Severina Vučković;['Folk music', 'Pop music', 'Rock music', 'Electronica', 'Folk rock', 'Pop-folk', 'Techno', 'Dance music']
Sevi (singer);['Hard rock', 'Alternative rock']
Sevim Tanürek;Ottoman classical music
Sevin (rapper);['Gangsta rap', 'Christian hip hop']
Sevyn Streeter;['Soul music', 'Contemporary R&B']
Seweryn Krajewski;['Pop music', 'Pop rock']
Sex Mob;Jazz
Seyed Khalil Alinezhad;Folk music
Seyed Mohammad Hosseini (presenter);['Comedy music', 'Satire', 'Sketch comedy', 'Political satire', 'Observational comedy']
Seyi Shay;African popular music
Seyid Shushinski;Folk music
Seyyal Taner;['Pop music', 'Rock music', 'Dance music']
Sezen Aksu;Turkish pop music
Seán 'ac Dhonncha;Folk music of Ireland
Seán Cannon;Folk music of Ireland
Seán Keane (fiddler);['Folk music', 'Folk music of Ireland']
Seán Keane (singer);['Folk music', 'Celtic music']
Sgt Slick;['House music', 'Electronica']
Sha (singer);['Pop music', 'Rhythm and blues', 'Dance music']
Sha Money XL;['Contemporary R&B', 'Hip hop music']
Sha Stimuli;East Coast hip hop
Shaaban Abdel Rahim;Folk music
Shaan (singer);Playback singer
Shabazz the Disciple;Hip hop music
Shabba Ranks;['Ragga', 'Reggae', 'Dancehall']
Shabir;['Folk music', 'World music', 'Electropop', 'Dance music']
Shabnam Surayyo;['Pop music', 'Dance music']
Shackleton (musician);['Dubstep', 'Techno', 'Electronic music']
Shad (rapper);Alternative hip hop
Shade Sheist;['Gangsta rap', 'West Coast hip hop', 'G-funk', 'Hip hop music']
Shades of Love (band);['Hi-NRG', 'Garage music (US garage)', 'Post-disco']
Shadia Mansour;Hip hop music
Shadow Wilson;Jazz
Shady Blaze;Alternative hip hop
Shady Nate;['Gangsta rap', 'West Coast hip hop', 'Hyphy', 'Hip hop music']
Shae (Indonesian singer);['Pop music', 'Rhythm and blues', 'Pop rock']
Shae Jones;['New jack swing', 'Contemporary R&B', 'Hip hop music']
Shafi Hadi;Jazz
Shafiq Mureed;['Pop music', 'Dance music']
Shafqat Amanat Ali;['Rock music', 'Sufism', 'Classical music', 'Playback singer']
Shaggy (musician);Reggae fusion
Shaggy 2 Dope;['Horrorcore', 'Hip hop music']
Shagrath;['Black metal', 'Thrash metal', 'Symphonic black metal']
Shah Abdul Karim;['Folk music', 'Baul']
Shah Wali;['Classical music', 'Ghazal']
Shahd Barmada;['Music of Syria', 'Qudud Halabiya']
Shaheen Ariefdien;['Hip hop music', 'African hip hop']
Shaheen Jafargholi;Rhythm and blues
Shahid Mallya;Playback singer
Shahid Parvez;Hindustani classical music
Shahin & Sepehr;['World music', 'Nu jazz', 'Instrumental']
Shahin Badar;['Trance music', 'World music', 'Electronica', 'Jazz fusion', 'Alternative dance', 'Indian pop', 'Sufi music']
Shahin Najafi;['Rock music', 'Alternative rock', 'Rap metal', 'Rap rock']
Shahin Novrasli;Jazz
Shahin Shahbazi;Persian traditional music
Shahla Zaland;['Pop music', 'Classical music']
Shahmirza Moradi;Folk music
Shahram Gholami;Iranian_contemporary_music
Shahram Nazeri;Music of Iran
Shahram Shabpareh;['Pop music', 'Rock music', 'Dance music']
Shahram Shokoohi;['Traditional pop music', 'Classical music']
Shahrum Kashani;['Pop music', 'Dance music']
Shahryar (singer);Pop music
Shahrzad Sepanlou;Persian pop music
Shahyar Ghanbari;Persian pop music
Shahzad Hasan;['Pakistani pop music', 'Pakistani rock']
Shahzoda;['Pop music', 'Music of Uzbekistan']
Shai Linne;Christian hip hop
Shai Maestro;Jazz
Shaik Dawood Khan;Tabla
Shaila Dúrcal;['Pop music', 'Latin pop']
Shaka Loveless;['Reggae', 'Rhythm and blues']
Shakeeb Hamdard;['Folk music', 'Popular music']
Shakey Graves;Americana (music)
Shakey Jake Harris;Chicago blues
Shakila;['Pop music', 'Persian people', 'World music', 'Classical music']
Shakila Zafar;Pop music
Shakin' Stevens;Rock and roll
Shakka (singer);['Pop music', 'Soul music', 'Alternative rock', 'Dub music', 'Independent music']
Shakthisree Gopalan;['Soft rock', 'Jazz', 'Classical music', 'Playback singer']
Shallum Asher Xavier;Jazz
Shalmali Kholgade;['Pop music', 'Western music (North America)', 'Indian classical music', 'Filmi']
Shalom Hanoch;['Hard rock', 'Israeli rock']
Shama Joseph;['Pop music', 'Rhythm and blues', 'World music', 'Dancehall', 'Hip hop music']
Shama Rahman;['Folk music', 'Punk rock', 'Jazz', 'Spoken word', 'Music of Bengal']
Shamari Fears;['Pop music', 'Pop rock', 'Contemporary R&B']
Shamika Bhide;Indian classical music
Shamim Ahmed Khan;Hindustani classical music
Shamir (musician);['Disco', 'Hip house', 'Electronic music']
Shamiram Urshan;Assyrian pop music
Shamora Crawford;['Pop music', 'Rhythm and blues', 'Christian']
Shams (singer);['Arabic pop music', 'Khaliji (music)']
Shamshad Begum;Playback singer
Shana (singer);['Country music', 'Dance music']
Shana Cleveland;['Folk music', 'Psychedelic rock', 'Surf music', 'Acoustic music']
Shanaya Fastje;['Science fiction', 'Fantasy']
Shandon Sahm;['Country music', 'Heavy metal music', 'Punk rock', 'Psychedelic rock', 'Alternative rock']
Shane Dollar;Hip hop music
Shane Dunlap;Christian music
Shane Embury;['Death metal', 'Grindcore']
Shane Evans;['Hard rock', 'Alternative rock', 'Post-grunge']
Shane Fontayne;['Pop music', 'Rock music']
Shane Gaalaas;['Heavy metal music', 'Progressive rock', 'Hard rock', 'Instrumental rock', 'Jazz fusion']
Shane Gallagher;['Power pop', 'Pop punk']
Shane Gibson (musician);['Nu metal', 'Progressive metal', 'Thrash metal', 'Hard rock', 'Industrial metal', 'Experimental music', 'Acoustic music']
Shane Howard;['Folk music', 'Folk rock', 'Independent music']
Shane MacGowan;['Punk rock', 'Folk rock', 'Celtic rock', 'Folk punk', 'Celtic punk']
Shane McAnally;Country music
Shane McFee;['Heavy metal music', 'Progressive metal', 'Melodic death metal', 'Classical music']
Shane Minor;Country music
Shane Shu;['Pop music', 'Rhythm and blues', 'Hip hop music']
Shane Smith (drummer);['Punk rock', 'Industrial rock', 'Alternative rock']
Shane Stevens (songwriter);['Country music', 'Pop music']
Shane Stockton;Country music
Shane Tutmarc;['Blues', 'Rock and roll', 'Alternative country']
Shane Valdez;['Hardcore punk', 'Alternative rock', 'Power pop', 'Rockabilly']
Shane Wiebe;['Pop music', 'Contemporary Christian music']
Shane Yellowbird;Country music
Shanell;['Contemporary R&B', 'Hip hop music']
Shang Wenjie;['Folk music', 'Pop music', 'Electronica', 'Mandopop', 'Dance music', 'French pop music']
Shani Rigsbee;Dance-pop
Shankar Ghosh;Hindustani classical music
Shankar Jaikishan;['Jazz fusion', 'Indo jazz', 'Film score', 'Indian classical music']
Shankar Mahadevan;['Music of India', 'Playback singer']
Shanno Khurana;Hindustani classical music
Shannon (singer);['Hi-NRG', 'Post-disco', 'Electronic music', 'Freestyle music']
Shannon Bex;['Country music', 'Pop music', 'Electropop', 'Contemporary R&B']
Shannon Birchall;['Funk', 'World music', 'Orchestra']
Shannon Brown (singer);Country music
Shannon Hamm;Heavy metal music
Shannon Hoon;['Psychedelic rock', 'Grunge', 'Alternative rock', 'Folk rock', 'Neo-psychedelia', 'Stoner rock']
Shannon Larkin;['Heavy metal music', 'Nu metal', 'Hardcore punk', 'Thrash metal', 'Hard rock', 'Alternative rock', 'Funk metal', 'Alternative metal', 'Post-hardcore', 'Post-grunge', 'Groove metal']
Shannon Lawson;Country music
Shannon Lucas;['Death metal', 'Melodic death metal', 'Metalcore', 'Deathgrind']
Shannon Magrane;Pop music
Shannon Noll;['Country music', 'Pop music', 'Rock music']
Shannon Powell;['Jazz', 'Dixieland', 'Second line (parades)']
Shannon Selberg;['Noise rock', 'Punk blues']
Shannon Worrell;['Folk music', 'Rock music']
Shannon Wright;['Indie rock', 'Folk rock', 'Experimental music']
Shanti Snyder;Nu jazz
Shanti Wintergate;['Rock music', 'Kindie rock']
None;Hip hop music
Shara Nelson;['Pop music', 'Soul music', 'Contemporary R&B', 'Dance music']
Shara Worden;['Indie rock', 'Experimental music']
Sharam;['House music', 'Progressive house', 'Electronic music']
Sharanya Srinivas;Film score
Sharat Chandra Srivastava;Hindustani classical music
Sharaya J;['East Coast hip hop', 'Contemporary R&B', 'Hip hop music']
